n,x,y,z,tier,method,status
1478161,,,,T5,Failed (rational residue or no matching identity),failure
1478569,,,,T5,Failed (rational residue or no matching identity),failure
1478689,,,,T5,Failed (rational residue or no matching identity),failure
1478929,,,,T5,Failed (rational residue or no matching identity),failure
1481089,,,,T5,Failed (rational residue or no matching identity),failure
1481113,,,,T5,Failed (rational residue or no matching identity),failure
1482289,,,,T5,Failed (rational residue or no matching identity),failure
1483609,,,,T5,Failed (rational residue or no matching identity),failure
1483921,,,,T5,Failed (rational residue or no matching identity),failure
1484209,,,,T5,Failed (rational residue or no matching identity),failure
1484233,,,,T5,Failed (rational residue or no matching identity),failure
1484401,,,,T5,Failed (rational residue or no matching identity),failure
1486081,,,,T5,Failed (rational residue or no matching identity),failure
1486249,,,,T5,Failed (rational residue or no matching identity),failure
1486489,,,,T5,Failed (rational residue or no matching identity),failure
1487089,,,,T5,Failed (rational residue or no matching identity),failure
1487617,,,,T5,Failed (rational residue or no matching identity),failure
1487641,,,,T5,Failed (rational residue or no matching identity),failure
1488601,,,,T5,Failed (rational residue or no matching identity),failure
1489321,,,,T5,Failed (rational residue or no matching identity),failure
1489849,,,,T5,Failed (rational residue or no matching identity),failure
1491361,,,,T5,Failed (rational residue or no matching identity),failure
1491601,,,,T5,Failed (rational residue or no matching identity),failure
1492921,,,,T5,Failed (rational residue or no matching identity),failure
1492969,,,,T5,Failed (rational residue or no matching identity),failure
1493281,,,,T5,Failed (rational residue or no matching identity),failure
1493449,,,,T5,Failed (rational residue or no matching identity),failure
1495321,,,,T5,Failed (rational residue or no matching identity),failure
1495489,,,,T5,Failed (rational residue or no matching identity),failure
1495561,,,,T5,Failed (rational residue or no matching identity),failure
1495729,,,,T5,Failed (rational residue or no matching identity),failure
1497721,,,,T5,Failed (rational residue or no matching identity),failure
1498201,,,,T5,Failed (rational residue or no matching identity),failure
1499041,,,,T5,Failed (rational residue or no matching identity),failure
1499521,,,,T5,Failed (rational residue or no matching identity),failure
1499609,,,,T5,Failed (rational residue or no matching identity),failure
1499809,,,,T5,Failed (rational residue or no matching identity),failure
1499857,,,,T5,Failed (rational residue or no matching identity),failure
1500529,,,,T5,Failed (rational residue or no matching identity),failure
1502569,,,,T5,Failed (rational residue or no matching identity),failure
1502929,,,,T5,Failed (rational residue or no matching identity),failure
1503889,,,,T5,Failed (rational residue or no matching identity),failure
1504057,,,,T5,Failed (rational residue or no matching identity),failure
1504801,,,,T5,Failed (rational residue or no matching identity),failure
1506049,,,,T5,Failed (rational residue or no matching identity),failure
1506481,,,,T5,Failed (rational residue or no matching identity),failure
1506649,,,,T5,Failed (rational residue or no matching identity),failure
1507729,,,,T5,Failed (rational residue or no matching identity),failure
1507801,,,,T5,Failed (rational residue or no matching identity),failure
1508329,,,,T5,Failed (rational residue or no matching identity),failure
1510009,,,,T5,Failed (rational residue or no matching identity),failure
1510441,,,,T5,Failed (rational residue or no matching identity),failure
1510921,,,,T5,Failed (rational residue or no matching identity),failure
1511953,,,,T5,Failed (rational residue or no matching identity),failure
1512481,,,,T5,Failed (rational residue or no matching identity),failure
1513129,,,,T5,Failed (rational residue or no matching identity),failure
1513537,,,,T5,Failed (rational residue or no matching identity),failure
1515361,,,,T5,Failed (rational residue or no matching identity),failure
1515721,,,,T5,Failed (rational residue or no matching identity),failure
1517161,,,,T5,Failed (rational residue or no matching identity),failure
1517401,,,,T5,Failed (rational residue or no matching identity),failure
1518481,,,,T5,Failed (rational residue or no matching identity),failure
1519561,,,,T5,Failed (rational residue or no matching identity),failure
1520137,,,,T5,Failed (rational residue or no matching identity),failure
1521529,,,,T5,Failed (rational residue or no matching identity),failure
1522249,,,,T5,Failed (rational residue or no matching identity),failure
1523617,,,,T5,Failed (rational residue or no matching identity),failure
1523713,,,,T5,Failed (rational residue or no matching identity),failure
1524961,,,,T5,Failed (rational residue or no matching identity),failure
1525129,,,,T5,Failed (rational residue or no matching identity),failure
1525441,,,,T5,Failed (rational residue or no matching identity),failure
1525561,,,,T5,Failed (rational residue or no matching identity),failure
1525921,,,,T5,Failed (rational residue or no matching identity),failure
1525969,,,,T5,Failed (rational residue or no matching identity),failure
1526449,,,,T5,Failed (rational residue or no matching identity),failure
1527073,,,,T5,Failed (rational residue or no matching identity),failure
1527289,,,,T5,Failed (rational residue or no matching identity),failure
1529009,,,,T5,Failed (rational residue or no matching identity),failure
1529081,,,,T5,Failed (rational residue or no matching identity),failure
1529089,,,,T5,Failed (rational residue or no matching identity),failure
1530169,,,,T5,Failed (rational residue or no matching identity),failure
1530433,,,,T5,Failed (rational residue or no matching identity),failure
1531249,,,,T5,Failed (rational residue or no matching identity),failure
1532809,,,,T5,Failed (rational residue or no matching identity),failure
1533361,,,,T5,Failed (rational residue or no matching identity),failure
1533841,,,,T5,Failed (rational residue or no matching identity),failure
1534873,,,,T5,Failed (rational residue or no matching identity),failure
1535689,,,,T5,Failed (rational residue or no matching identity),failure
1536937,,,,T5,Failed (rational residue or no matching identity),failure
1537561,,,,T5,Failed (rational residue or no matching identity),failure
1538161,,,,T5,Failed (rational residue or no matching identity),failure
1540009,,,,T5,Failed (rational residue or no matching identity),failure
1541329,,,,T5,Failed (rational residue or no matching identity),failure
1542841,,,,T5,Failed (rational residue or no matching identity),failure
1543081,,,,T5,Failed (rational residue or no matching identity),failure
1543489,,,,T5,Failed (rational residue or no matching identity),failure
1544449,,,,T5,Failed (rational residue or no matching identity),failure
1545361,,,,T5,Failed (rational residue or no matching identity),failure
1545409,,,,T5,Failed (rational residue or no matching identity),failure
1546729,,,,T5,Failed (rational residue or no matching identity),failure
1546969,,,,T5,Failed (rational residue or no matching identity),failure
1547401,,,,T5,Failed (rational residue or no matching identity),failure
1547449,,,,T5,Failed (rational residue or no matching identity),failure
1547521,,,,T5,Failed (rational residue or no matching identity),failure
1548121,,,,T5,Failed (rational residue or no matching identity),failure
1548409,,,,T5,Failed (rational residue or no matching identity),failure
1548457,,,,T5,Failed (rational residue or no matching identity),failure
1548769,,,,T5,Failed (rational residue or no matching identity),failure
1549321,,,,T5,Failed (rational residue or no matching identity),failure
1550161,,,,T5,Failed (rational residue or no matching identity),failure
1551001,,,,T5,Failed (rational residue or no matching identity),failure
1552489,,,,T5,Failed (rational residue or no matching identity),failure
1552801,,,,T5,Failed (rational residue or no matching identity),failure
1553281,,,,T5,Failed (rational residue or no matching identity),failure
1553521,,,,T5,Failed (rational residue or no matching identity),failure
1555249,,,,T5,Failed (rational residue or no matching identity),failure
1556977,,,,T5,Failed (rational residue or no matching identity),failure
1557481,,,,T5,Failed (rational residue or no matching identity),failure
1558129,,,,T5,Failed (rational residue or no matching identity),failure
1560001,,,,T5,Failed (rational residue or no matching identity),failure
1560409,,,,T5,Failed (rational residue or no matching identity),failure
1562089,,,,T5,Failed (rational residue or no matching identity),failure
1562329,,,,T5,Failed (rational residue or no matching identity),failure
1562401,,,,T5,Failed (rational residue or no matching identity),failure
1562713,,,,T5,Failed (rational residue or no matching identity),failure
1563409,,,,T5,Failed (rational residue or no matching identity),failure
